Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
16.966000,6.218041,6.178967,0.039074,0.145536
16.967000,6.208195,6.168188,0.040006,0.145975
16.968000,6.198338,6.157400,0.040939,0.146414
16.969000,6.188472,6.146601,0.041871,0.146853
16.970000,6.178596,6.135793,0.042803,0.147291
16.971000,6.168710,6.124976,0.043735,0.147730
16.972000,6.158815,6.114149,0.044666,0.148168
16.973000,6.148910,6.103312,0.045598,0.148606
16.974000,6.138995,6.092466,0.046529,0.149043
16.975000,6.129071,6.081610,0.047460,0.149481
16.976000,6.119136,6.070745,0.048392,0.149918
16.977000,6.109192,6.059870,0.049322,0.150355
16.978000,6.099239,6.048986,0.050253,0.150792
16.979000,6.089276,6.038092,0.051184,0.151229
16.980000,6.079303,6.027189,0.052114,0.151665
16.981000,6.069321,6.016276,0.053044,0.152101
16.982000,6.059329,6.005354,0.053974,0.152537
16.983000,6.049327,5.994423,0.054904,0.152973
16.984000,6.039316,5.983482,0.055834,0.153409
16.985000,6.029295,5.972532,0.056763,0.153844
16.986000,6.019265,5.961573,0.057693,0.154279
16.987000,6.009226,5.950604,0.058622,0.154714
16.988000,5.999177,5.939626,0.059551,0.155148
16.989000,5.989118,5.928638,0.060479,0.155583
16.990000,5.979050,5.917642,0.061408,0.156017
16.991000,5.968972,5.906636,0.062336,0.156451
16.992000,5.958885,5.895621,0.063265,0.156885
16.993000,5.948789,5.884596,0.064193,0.157318
16.994000,5.938683,5.873563,0.065121,0.157752
16.995000,5.928568,5.862520,0.066048,0.158185
16.996000,5.918444,5.851468,0.066976,0.158618
16.997000,5.908310,5.840407,0.067903,0.159050
16.998000,5.898167,5.829337,0.068830,0.159483
16.999000,5.888014,5.818257,0.069757,0.159915
17.000000,5.877853,5.807169,0.070684,0.160347
17.001000,5.867681,5.796071,0.071610,0.160778
17.002000,5.857501,5.784964,0.072537,0.161210
17.003000,5.847312,5.773849,0.073463,0.161641
17.004000,5.837113,5.762724,0.074389,0.162072
17.005000,5.826905,5.751590,0.075315,0.162503
17.006000,5.816688,5.740447,0.076240,0.162934
17.007000,5.806461,5.729296,0.077165,0.163364
17.008000,5.796226,5.718135,0.078091,0.163794
17.009000,5.785981,5.706965,0.079016,0.164224
17.010000,5.775727,5.695787,0.079940,0.164654
17.011000,5.765464,5.684599,0.080865,0.165083
17.012000,5.755192,5.673403,0.081789,0.165512
17.013000,5.744911,5.662198,0.082713,0.165941
17.014000,5.734621,5.650983,0.083637,0.166370
17.015000,5.724321,5.639760,0.084561,0.166799
17.016000,5.714013,5.628529,0.085484,0.167227
17.017000,5.703696,5.617288,0.086408,0.167655
17.018000,5.693369,5.606038,0.087331,0.168083
17.019000,5.683034,5.594780,0.088254,0.168511
17.020000,5.672689,5.583513,0.089176,0.168938
17.021000,5.662336,5.572237,0.090099,0.169365
17.022000,5.651974,5.560953,0.091021,0.169792
17.023000,5.641603,5.549660,0.091943,0.170219
17.024000,5.631223,5.538358,0.092865,0.170645
17.025000,5.620834,5.527048,0.093786,0.171071
17.026000,5.610436,5.515728,0.094708,0.171497
17.027000,5.600029,5.504401,0.095629,0.171923
17.028000,5.589614,5.493064,0.096550,0.172349
17.029000,5.579189,5.481719,0.097470,0.172774
17.030000,5.568756,5.470365,0.098391,0.173199
17.031000,5.558314,5.459003,0.099311,0.173624
17.032000,5.547863,5.447632,0.100231,0.174049
17.033000,5.537404,5.436253,0.101151,0.174473
17.034000,5.526936,5.424865,0.102070,0.174897
17.035000,5.516459,5.413469,0.102990,0.175321
17.036000,5.505973,5.402064,0.103909,0.175745
17.037000,5.495479,5.390651,0.104827,0.176168
17.038000,5.484976,5.379229,0.105746,0.176591
17.039000,5.474464,5.367799,0.106664,0.177014
17.040000,5.463943,5.356361,0.107583,0.177437
17.041000,5.453414,5.344914,0.108500,0.177859
17.042000,5.442877,5.333459,0.109418,0.178281
17.043000,5.432331,5.321995,0.110336,0.178703
17.044000,5.421776,5.310523,0.111253,0.179125
17.045000,5.411213,5.299043,0.112170,0.179547
17.046000,5.400641,5.287554,0.113086,0.179968
17.047000,5.390060,5.276057,0.114003,0.180389
17.048000,5.379471,5.264552,0.114919,0.180810
17.049000,5.368874,5.253039,0.115835,0.181230
17.050000,5.358268,5.241517,0.116751,0.181651
17.051000,5.347654,5.229987,0.117666,0.182071
17.052000,5.337031,5.218449,0.118581,0.182490
17.053000,5.326400,5.206903,0.119496,0.182910
17.054000,5.315760,5.195349,0.120411,0.183329
17.055000,5.305112,5.183786,0.121326,0.183748
17.056000,5.294455,5.172216,0.122240,0.184167
17.057000,5.283791,5.160637,0.123154,0.184586
17.058000,5.273118,5.149050,0.124068,0.185004
17.059000,5.262436,5.137455,0.124981,0.185422
17.060000,5.251746,5.125852,0.125894,0.185840
17.061000,5.241048,5.114241,0.126807,0.186258
17.062000,5.230342,5.102622,0.127720,0.186675
17.063000,5.219627,5.090995,0.128632,0.187093
17.064000,5.208904,5.079360,0.129544,0.187509
17.065000,5.198173,5.067717,0.130456,0.187926
17.066000,5.187434,5.056066,0.131368,0.188342
17.067000,5.176687,5.044407,0.132279,0.188759
17.068000,5.165931,5.032741,0.133191,0.189175
17.069000,5.155167,5.021066,0.134101,0.189590
17.070000,5.144395,5.009383,0.135012,0.190006
17.071000,5.133615,4.997693,0.135922,0.190421
17.072000,5.122827,4.985995,0.136832,0.190836
17.073000,5.112031,4.974289,0.137742,0.191250
17.074000,5.101227,4.962575,0.138652,0.191665
17.075000,5.090414,4.950853,0.139561,0.192079
17.076000,5.079594,4.939124,0.140470,0.192493
17.077000,5.068765,4.927387,0.141378,0.192907
17.078000,5.057929,4.915642,0.142287,0.193320
17.079000,5.047084,4.903889,0.143195,0.193733
17.080000,5.036232,4.892129,0.144103,0.194146
17.081000,5.025372,4.880361,0.145010,0.194559
17.082000,5.014503,4.868586,0.145918,0.194971
17.083000,5.003627,4.856802,0.146825,0.195384
17.084000,4.992743,4.845012,0.147732,0.195795
17.085000,4.981851,4.833213,0.148638,0.196207
17.086000,4.970951,4.821407,0.149544,0.196619
17.087000,4.960043,4.809593,0.150450,0.197030
17.088000,4.949128,4.797772,0.151356,0.197441
17.089000,4.938205,4.785944,0.152261,0.197851
17.090000,4.927273,4.774107,0.153166,0.198262
17.091000,4.916334,4.762264,0.154071,0.198672
17.092000,4.905388,4.750413,0.154975,0.199082
17.093000,4.894433,4.738554,0.155879,0.199491
17.094000,4.883471,4.726688,0.156783,0.199901
17.095000,4.872501,4.714814,0.157687,0.200310
17.096000,4.861524,4.702934,0.158590,0.200719
17.097000,4.850538,4.691045,0.159493,0.201127
17.098000,4.839545,4.679150,0.160396,0.201536
17.099000,4.828545,4.667247,0.161298,0.201944
17.100000,4.817537,4.655336,0.162200,0.202352
17.101000,4.806521,4.643419,0.163102,0.202759
17.102000,4.795498,4.631494,0.164004,0.203167
17.103000,4.784467,4.619562,0.164905,0.203574
17.104000,4.773428,4.607622,0.165806,0.203980
17.105000,4.762382,4.595676,0.166706,0.204387
17.106000,4.751328,4.583722,0.167607,0.204793
17.107000,4.740267,4.571761,0.168507,0.205199
17.108000,4.729199,4.559792,0.169406,0.205605
17.109000,4.718123,4.547817,0.170306,0.206011
17.110000,4.707039,4.535834,0.171205,0.206416
17.111000,4.695948,4.523845,0.172104,0.206821
17.112000,4.684850,4.511848,0.173002,0.207226
17.113000,4.673744,4.499844,0.173900,0.207630
17.114000,4.662631,4.487833,0.174798,0.208034
17.115000,4.651511,4.475815,0.175696,0.208438
17.116000,4.640383,4.463790,0.176593,0.208842
17.117000,4.629248,4.451758,0.177490,0.209245
17.118000,4.618105,4.439719,0.178386,0.209648
17.119000,4.606956,4.427673,0.179283,0.210051
17.120000,4.595799,4.415620,0.180179,0.210454
17.121000,4.584634,4.403560,0.181074,0.210856
17.122000,4.573463,4.391493,0.181969,0.211258
17.123000,4.562284,4.379420,0.182864,0.211660
17.124000,4.551098,4.367339,0.183759,0.212062
17.125000,4.539905,4.355251,0.184654,0.212463
17.126000,4.528705,4.343157,0.185548,0.212864
17.127000,4.517497,4.331056,0.186441,0.213265
17.128000,4.506283,4.318948,0.187335,0.213665
17.129000,4.495061,4.306833,0.188228,0.214065
17.130000,4.483832,4.294712,0.189120,0.214465
17.131000,4.472596,4.282583,0.190013,0.214865
17.132000,4.461353,4.270448,0.190905,0.215264
17.133000,4.450103,4.258307,0.191797,0.215664
17.134000,4.438846,4.246158,0.192688,0.216062
17.135000,4.427582,4.234003,0.193579,0.216461
17.136000,4.416311,4.221841,0.194470,0.216859
17.137000,4.405033,4.209673,0.195360,0.217257
17.138000,4.393748,4.197498,0.196250,0.217655
17.139000,4.382456,4.185316,0.197140,0.218053
17.140000,4.371158,4.173128,0.198030,0.218450
17.141000,4.359852,4.160933,0.198919,0.218847
17.142000,4.348539,4.148732,0.199807,0.219243
17.143000,4.337220,4.136524,0.200696,0.219640
17.144000,4.325894,4.124310,0.201584,0.220036
17.145000,4.314560,4.112089,0.202472,0.220432
17.146000,4.303221,4.099862,0.203359,0.220827
17.147000,4.291874,4.087628,0.204246,0.221223
17.148000,4.280520,4.075388,0.205133,0.221618
17.149000,4.269160,4.063141,0.206019,0.222013
17.150000,4.257793,4.050888,0.206905,0.222407
17.151000,4.246419,4.038629,0.207791,0.222801
17.152000,4.235039,4.026363,0.208676,0.223195
17.153000,4.223652,4.014091,0.209561,0.223589
17.154000,4.212258,4.001812,0.210445,0.223982
17.155000,4.200857,3.989528,0.211330,0.224375
17.156000,4.189450,3.977237,0.212214,0.224768
17.157000,4.178036,3.964939,0.213097,0.225161
17.158000,4.166616,3.952636,0.213980,0.225553
17.159000,4.155189,3.940326,0.214863,0.225945
17.160000,4.143756,3.928010,0.215746,0.226336
17.161000,4.132316,3.915688,0.216628,0.226728
17.162000,4.120869,3.903360,0.217510,0.227119
17.163000,4.109416,3.891025,0.218391,0.227510
17.164000,4.097957,3.878685,0.219272,0.227900
17.165000,4.086491,3.866338,0.220153,0.228291
17.166000,4.075018,3.853985,0.221033,0.228681
17.167000,4.063539,3.841626,0.221913,0.229070
17.168000,4.052054,3.829262,0.222793,0.229460
17.169000,4.040562,3.816891,0.223672,0.229849
17.170000,4.029064,3.804514,0.224551,0.230238
17.171000,4.017560,3.792131,0.225429,0.230626
17.172000,4.006049,3.779742,0.226307,0.231014
17.173000,3.994532,3.767347,0.227185,0.231402
17.174000,3.983009,3.754946,0.228062,0.231790
17.175000,3.971479,3.742539,0.228940,0.232178
17.176000,3.959943,3.730127,0.229816,0.232565
17.177000,3.948401,3.717708,0.230692,0.232952
17.178000,3.936852,3.705284,0.231568,0.233338
17.179000,3.925298,3.692854,0.232444,0.233724
17.180000,3.913737,3.680418,0.233319,0.234110
17.181000,3.902170,3.667976,0.234194,0.234496
17.182000,3.890596,3.655528,0.235068,0.234881
17.183000,3.879017,3.643075,0.235942,0.235266
17.184000,3.867432,3.630616,0.236816,0.235651
17.185000,3.855840,3.618151,0.237689,0.236036
17.186000,3.844242,3.605680,0.238562,0.236420
17.187000,3.832638,3.593204,0.239435,0.236804
17.188000,3.821029,3.580722,0.240307,0.237188
17.189000,3.809413,3.568234,0.241179,0.237571
17.190000,3.797791,3.555741,0.242050,0.237954
17.191000,3.786163,3.543242,0.242921,0.238337
17.192000,3.774529,3.530738,0.243792,0.238719
17.193000,3.762889,3.518228,0.244662,0.239101
17.194000,3.751244,3.505712,0.245532,0.239483
17.195000,3.739592,3.493191,0.246401,0.239865
17.196000,3.727934,3.480664,0.247270,0.240246
17.197000,3.716271,3.468132,0.248139,0.240627
17.198000,3.704602,3.455595,0.249007,0.241008
17.199000,3.692927,3.443052,0.249875,0.241388
17.200000,3.681246,3.430503,0.250742,0.241768
17.201000,3.669559,3.417949,0.251609,0.242148
17.202000,3.657866,3.405390,0.252476,0.242527
17.203000,3.646168,3.392825,0.253342,0.242907
17.204000,3.634464,3.380255,0.254208,0.243285
17.205000,3.622754,3.367680,0.255074,0.243664
17.206000,3.611038,3.355099,0.255939,0.244042
17.207000,3.599317,3.342513,0.256803,0.244420
17.208000,3.587590,3.329922,0.257668,0.244798
17.209000,3.575857,3.317325,0.258532,0.245175
17.210000,3.564119,3.304724,0.259395,0.245552
17.211000,3.552375,3.292117,0.260258,0.245929
17.212000,3.540625,3.279504,0.261121,0.246306
17.213000,3.528870,3.266887,0.261983,0.246682
17.214000,3.517109,3.254264,0.262845,0.247058
17.215000,3.505343,3.241637,0.263706,0.247433
17.216000,3.493571,3.229004,0.264568,0.247808
17.217000,3.481794,3.216366,0.265428,0.248183
17.218000,3.470011,3.203723,0.266288,0.248558
17.219000,3.458223,3.191075,0.267148,0.248932
17.220000,3.446429,3.178422,0.268008,0.249306
17.221000,3.434630,3.165763,0.268867,0.249680
17.222000,3.422825,3.153100,0.269725,0.250053
17.223000,3.411015,3.140432,0.270583,0.250426
17.224000,3.399200,3.127759,0.271441,0.250799
17.225000,3.387379,3.115081,0.272298,0.251172
17.226000,3.375553,3.102398,0.273155,0.251544
17.227000,3.363722,3.089710,0.274012,0.251916
17.228000,3.351885,3.077017,0.274868,0.252287
17.229000,3.340043,3.064319,0.275724,0.252658
17.230000,3.328195,3.051617,0.276579,0.253029
17.231000,3.316343,3.038909,0.277434,0.253400
17.232000,3.304485,3.026197,0.278288,0.253770
17.233000,3.292622,3.013480,0.279142,0.254140
17.234000,3.280754,3.000758,0.279995,0.254510
17.235000,3.268880,2.988032,0.280849,0.254879
17.236000,3.257002,2.975301,0.281701,0.255248
17.237000,3.245118,2.962565,0.282553,0.255617
17.238000,3.233229,2.949824,0.283405,0.255985
17.239000,3.221335,2.937079,0.284257,0.256353
17.240000,3.209436,2.924329,0.285108,0.256721
17.241000,3.197532,2.911574,0.285958,0.257088
17.242000,3.185623,2.898815,0.286808,0.257456
17.243000,3.173709,2.886051,0.287658,0.257822
17.244000,3.161789,2.873282,0.288507,0.258189
17.245000,3.149865,2.860509,0.289356,0.258555
17.246000,3.137936,2.847732,0.290204,0.258921
17.247000,3.126002,2.834950,0.291052,0.259286
17.248000,3.114063,2.822163,0.291900,0.259651
17.249000,3.102119,2.809372,0.292747,0.260016
17.250000,3.090170,2.796577,0.293593,0.260381
17.251000,3.078216,2.783777,0.294439,0.260745
17.252000,3.066258,2.770972,0.295285,0.261109
17.253000,3.054294,2.758164,0.296130,0.261473
17.254000,3.042326,2.745351,0.296975,0.261836
17.255000,3.030353,2.732533,0.297820,0.262199
17.256000,3.018375,2.719711,0.298663,0.262561
17.257000,3.006392,2.706885,0.299507,0.262924
17.258000,2.994405,2.694055,0.300350,0.263286
17.259000,2.982413,2.681220,0.301193,0.263647
17.260000,2.970416,2.668381,0.302035,0.264008
17.261000,2.958414,2.655538,0.302876,0.264369
17.262000,2.946408,2.642690,0.303718,0.264730
17.263000,2.934397,2.629839,0.304558,0.265090
17.264000,2.922382,2.616983,0.305399,0.265450
17.265000,2.910362,2.604123,0.306239,0.265810
17.266000,2.898337,2.591259,0.307078,0.266169
17.267000,2.886308,2.578391,0.307917,0.266528
17.268000,2.874274,2.565518,0.308755,0.266887
17.269000,2.862236,2.552642,0.309594,0.267245
17.270000,2.850193,2.539762,0.310431,0.267603
17.271000,2.838145,2.526877,0.311268,0.267961
17.272000,2.826093,2.513988,0.312105,0.268318
17.273000,2.814037,2.501096,0.312941,0.268675
17.274000,2.801976,2.488199,0.313777,0.269032
17.275000,2.789911,2.475299,0.314612,0.269388
17.276000,2.777841,2.462395,0.315447,0.269744
17.277000,2.765767,2.449486,0.316281,0.270100
17.278000,2.753689,2.436574,0.317115,0.270455
17.279000,2.741606,2.423658,0.317949,0.270810
17.280000,2.729519,2.410738,0.318781,0.271164
17.281000,2.717428,2.397814,0.319614,0.271519
17.282000,2.705332,2.384886,0.320446,0.271873
17.283000,2.693232,2.371955,0.321277,0.272226
17.284000,2.681128,2.359020,0.322109,0.272580
17.285000,2.669020,2.346081,0.322939,0.272932
17.286000,2.656907,2.333138,0.323769,0.273285
17.287000,2.644790,2.320192,0.324599,0.273637
17.288000,2.632669,2.307241,0.325428,0.273989
17.289000,2.620544,2.294288,0.326257,0.274341
17.290000,2.608415,2.281330,0.327085,0.274692
17.291000,2.596282,2.268369,0.327913,0.275043
17.292000,2.584144,2.255404,0.328740,0.275393
17.293000,2.572003,2.242436,0.329567,0.275743
17.294000,2.559857,2.229464,0.330393,0.276093
17.295000,2.547707,2.216489,0.331219,0.276443
17.296000,2.535554,2.203510,0.332044,0.276792
17.297000,2.523396,2.190527,0.332869,0.277141
17.298000,2.511234,2.177541,0.333693,0.277489
17.299000,2.499068,2.164551,0.334517,0.277837
17.300000,2.486899,2.151558,0.335340,0.278185
17.301000,2.474725,2.138562,0.336163,0.278532
17.302000,2.462548,2.125562,0.336986,0.278879
17.303000,2.450367,2.112559,0.337808,0.279226
17.304000,2.438181,2.099552,0.338629,0.279572
17.305000,2.425992,2.086542,0.339450,0.279918
17.306000,2.413799,2.073529,0.340270,0.280264
17.307000,2.401603,2.060512,0.341090,0.280609
17.308000,2.389402,2.047493,0.341910,0.280954
17.309000,2.377198,2.034469,0.342729,0.281299
17.310000,2.364990,2.021443,0.343547,0.281643
17.311000,2.352778,2.008413,0.344365,0.281987
17.312000,2.340563,1.995380,0.345183,0.282330
17.313000,2.328344,1.982344,0.345999,0.282673
17.314000,2.316121,1.969305,0.346816,0.283016
17.315000,2.303894,1.956262,0.347632,0.283359
17.316000,2.291664,1.943217,0.348447,0.283701
17.317000,2.279430,1.930168,0.349262,0.284042
17.318000,2.267193,1.917116,0.350077,0.284384
17.319000,2.254952,1.904062,0.350891,0.284725
17.320000,2.242708,1.891004,0.351704,0.285065
17.321000,2.230460,1.877943,0.352517,0.285406
17.322000,2.218208,1.864879,0.353329,0.285746
17.323000,2.205953,1.851812,0.354141,0.286085
17.324000,2.193694,1.838742,0.354953,0.286424
17.325000,2.181432,1.825669,0.355764,0.286763
17.326000,2.169167,1.812593,0.356574,0.287102
17.327000,2.156898,1.799514,0.357384,0.287440
17.328000,2.144626,1.786433,0.358193,0.287777
17.329000,2.132350,1.773348,0.359002,0.288115
17.330000,2.120071,1.760261,0.359810,0.288452
17.331000,2.107789,1.747171,0.360618,0.288788
17.332000,2.095503,1.734078,0.361425,0.289125
17.333000,2.083214,1.720982,0.362232,0.289461
17.334000,2.070922,1.707883,0.363038,0.289796
17.335000,2.058626,1.694782,0.363844,0.290131
17.336000,2.046327,1.681678,0.364649,0.290466
17.337000,2.034025,1.668571,0.365454,0.290800
17.338000,2.021720,1.655462,0.366258,0.291134
17.339000,2.009411,1.642350,0.367062,0.291468
17.340000,1.997100,1.629235,0.367865,0.291801
17.341000,1.984785,1.616118,0.368667,0.292134
17.342000,1.972467,1.602998,0.369469,0.292467
17.343000,1.960146,1.589875,0.370271,0.292799
17.344000,1.947822,1.576750,0.371072,0.293131
17.345000,1.935495,1.563622,0.371872,0.293462
17.346000,1.923164,1.550492,0.372672,0.293793
17.347000,1.910831,1.537359,0.373472,0.294124
17.348000,1.898495,1.524224,0.374271,0.294454
17.349000,1.886155,1.511087,0.375069,0.294784
17.350000,1.873813,1.497947,0.375867,0.295114
17.351000,1.861468,1.484804,0.376664,0.295443
17.352000,1.849120,1.471659,0.377461,0.295772
17.353000,1.836769,1.458512,0.378257,0.296100
17.354000,1.824415,1.445362,0.379052,0.296428
17.355000,1.812058,1.432210,0.379848,0.296756
17.356000,1.799698,1.419056,0.380642,0.297083
17.357000,1.787335,1.405899,0.381436,0.297410
17.358000,1.774970,1.392740,0.382230,0.297737
17.359000,1.762602,1.379579,0.383023,0.298063
17.360000,1.750231,1.366416,0.383815,0.298389
17.361000,1.737857,1.353250,0.384607,0.298714
17.362000,1.725480,1.340082,0.385398,0.299039
17.363000,1.713101,1.326912,0.386189,0.299363
17.364000,1.700719,1.313740,0.386979,0.299688
17.365000,1.688334,1.300566,0.387769,0.300011
17.366000,1.675947,1.287389,0.388558,0.300335
17.367000,1.663557,1.274211,0.389346,0.300658
17.368000,1.651165,1.261030,0.390134,0.300981
17.369000,1.638769,1.247848,0.390922,0.301303
17.370000,1.626372,1.234663,0.391709,0.301625
17.371000,1.613971,1.221476,0.392495,0.301946
17.372000,1.601568,1.208287,0.393281,0.302267
17.373000,1.589163,1.195097,0.394066,0.302588
17.374000,1.576755,1.181904,0.394851,0.302908
17.375000,1.564345,1.168710,0.395635,0.303228
17.376000,1.551932,1.155513,0.396419,0.303548
17.377000,1.539516,1.142315,0.397202,0.303867
17.378000,1.527099,1.129115,0.397984,0.304186
17.379000,1.514678,1.115913,0.398766,0.304504
17.380000,1.502256,1.102709,0.399547,0.304822
17.381000,1.489831,1.089503,0.400328,0.305139
17.382000,1.477404,1.076296,0.401108,0.305457
17.383000,1.464974,1.063086,0.401888,0.305773
17.384000,1.452542,1.049875,0.402667,0.306090
17.385000,1.440108,1.036663,0.403445,0.306406
17.386000,1.427671,1.023448,0.404223,0.306721
17.387000,1.415233,1.010232,0.405001,0.307036
17.388000,1.402792,0.997014,0.405777,0.307351
17.389000,1.390348,0.983795,0.406553,0.307665
17.390000,1.377903,0.970574,0.407329,0.307979
17.391000,1.365455,0.957351,0.408104,0.308293
17.392000,1.353006,0.944127,0.408879,0.308606
17.393000,1.340554,0.930901,0.409653,0.308919
17.394000,1.328100,0.917674,0.410426,0.309231
17.395000,1.315644,0.904445,0.411199,0.309543
17.396000,1.303185,0.891215,0.411971,0.309855
17.397000,1.290725,0.877983,0.412742,0.310166
17.398000,1.278263,0.864750,0.413513,0.310476
17.399000,1.265799,0.851515,0.414284,0.310787
17.400000,1.253332,0.838279,0.415054,0.311097
17.401000,1.240864,0.825041,0.415823,0.311406
17.402000,1.228394,0.811802,0.416592,0.311715
17.403000,1.215922,0.798562,0.417360,0.312024
17.404000,1.203448,0.785320,0.418127,0.312332
17.405000,1.190972,0.772078,0.418894,0.312640
17.406000,1.178494,0.758833,0.419660,0.312947
17.407000,1.166014,0.745588,0.420426,0.313254
17.408000,1.153532,0.732341,0.421191,0.313561
17.409000,1.141049,0.719093,0.421956,0.313867
17.410000,1.128564,0.705844,0.422720,0.314173
17.411000,1.116077,0.692594,0.423483,0.314478
17.412000,1.103588,0.679342,0.424246,0.314783
17.413000,1.091098,0.666089,0.425008,0.315088
17.414000,1.078605,0.652836,0.425770,0.315392
17.415000,1.066112,0.639581,0.426531,0.315696
17.416000,1.053616,0.626325,0.427291,0.315999
17.417000,1.041119,0.613068,0.428051,0.316302
17.418000,1.028620,0.599810,0.428810,0.316604
17.419000,1.016119,0.586551,0.429569,0.316906
17.420000,1.003617,0.573290,0.430327,0.317208
17.421000,0.991113,0.560029,0.431084,0.317509
17.422000,0.978608,0.546767,0.431841,0.317810
17.423000,0.966101,0.533504,0.432597,0.318110
17.424000,0.953593,0.520240,0.433353,0.318410
17.425000,0.941083,0.506976,0.434108,0.318710
17.426000,0.928572,0.493710,0.434862,0.319009
17.427000,0.916059,0.480443,0.435616,0.319307
17.428000,0.903545,0.467176,0.436369,0.319606
17.429000,0.891029,0.453908,0.437121,0.319903
17.430000,0.878512,0.440639,0.437873,0.320201
17.431000,0.865993,0.427369,0.438625,0.320498
17.432000,0.853474,0.414098,0.439375,0.320794
17.433000,0.840952,0.400827,0.440125,0.321090
17.434000,0.828430,0.387555,0.440875,0.321386
17.435000,0.815906,0.374283,0.441624,0.321681
17.436000,0.803381,0.361009,0.442372,0.321976
17.437000,0.790855,0.347735,0.443119,0.322270
17.438000,0.778327,0.334461,0.443866,0.322564
17.439000,0.765798,0.321185,0.444613,0.322858
17.440000,0.753268,0.307910,0.445358,0.323151
17.441000,0.740737,0.294633,0.446104,0.323443
17.442000,0.728204,0.281356,0.446848,0.323736
17.443000,0.715671,0.268079,0.447592,0.324027
17.444000,0.703136,0.254801,0.448335,0.324319
17.445000,0.690600,0.241522,0.449078,0.324610
17.446000,0.678063,0.228244,0.449820,0.324900
17.447000,0.665525,0.214964,0.450561,0.325190
17.448000,0.652986,0.201684,0.451302,0.325480
17.449000,0.640446,0.188404,0.452042,0.325769
17.450000,0.627905,0.175124,0.452781,0.326057
17.451000,0.615363,0.161843,0.453520,0.326346
17.452000,0.602820,0.148562,0.454258,0.326633
17.453000,0.590276,0.135280,0.454996,0.326921
17.454000,0.577731,0.121998,0.455733,0.327208
17.455000,0.565185,0.108716,0.456469,0.327494
17.456000,0.552639,0.095434,0.457205,0.327780
17.457000,0.540091,0.082151,0.457940,0.328066
17.458000,0.527543,0.068868,0.458674,0.328351
17.459000,0.514993,0.055585,0.459408,0.328636
17.460000,0.502443,0.042302,0.460141,0.328920
17.461000,0.489892,0.029019,0.460874,0.329204
17.462000,0.477341,0.015735,0.461605,0.329487
17.463000,0.464788,0.002452,0.462337,0.329770
17.464000,0.452235,-0.010832,0.463067,0.330053
17.465000,0.439681,-0.024116,0.463797,0.330335
17.466000,0.427127,-0.037400,0.464526,0.330616
17.467000,0.414571,-0.050683,0.465255,0.330897
17.468000,0.402015,-0.063967,0.465983,0.331178
17.469000,0.389459,-0.077251,0.466710,0.331458
17.470000,0.376902,-0.090535,0.467437,0.331738
17.471000,0.364344,-0.103818,0.468163,0.332017
17.472000,0.351786,-0.117102,0.468888,0.332296
17.473000,0.339227,-0.130386,0.469613,0.332575
17.474000,0.326668,-0.143669,0.470337,0.332852
17.475000,0.314108,-0.156952,0.471060,0.333130
17.476000,0.301547,-0.170235,0.471783,0.333407
17.477000,0.288986,-0.183518,0.472505,0.333684
17.478000,0.276425,-0.196801,0.473226,0.333960
17.479000,0.263863,-0.210084,0.473947,0.334235
17.480000,0.251301,-0.223366,0.474667,0.334511
17.481000,0.238738,-0.236648,0.475386,0.334785
17.482000,0.226175,-0.249930,0.476105,0.335060
17.483000,0.213612,-0.263211,0.476823,0.335333
17.484000,0.201048,-0.276492,0.477540,0.335607
17.485000,0.188484,-0.289773,0.478257,0.335880
17.486000,0.175920,-0.303053,0.478973,0.336152
17.487000,0.163356,-0.316333,0.479689,0.336424
17.488000,0.150791,-0.329613,0.480403,0.336696
17.489000,0.138226,-0.342892,0.481117,0.336967
17.490000,0.125660,-0.356170,0.481831,0.337237
17.491000,0.113095,-0.369449,0.482544,0.337507
17.492000,0.100529,-0.382726,0.483256,0.337777
17.493000,0.087963,-0.396003,0.483967,0.338046
17.494000,0.075398,-0.409280,0.484678,0.338315
17.495000,0.062831,-0.422556,0.485388,0.338583
17.496000,0.050265,-0.435832,0.486097,0.338851
17.497000,0.037699,-0.449107,0.486806,0.339118
17.498000,0.025133,-0.462381,0.487514,0.339385
17.499000,0.012566,-0.475655,0.488221,0.339651
17.500000,0.000000,-0.488928,0.488928,0.339917
17.501000,-0.012566,-0.502200,0.489633,0.340183
17.502000,-0.025133,-0.515471,0.490339,0.340448
17.503000,-0.037699,-0.528742,0.491043,0.340712
17.504000,-0.050265,-0.542012,0.491747,0.340976
17.505000,-0.062831,-0.555282,0.492450,0.341240
17.506000,-0.075398,-0.568550,0.493153,0.341503
17.507000,-0.087963,-0.581818,0.493855,0.341765
17.508000,-0.100529,-0.595085,0.494556,0.342027
17.509000,-0.113095,-0.608351,0.495256,0.342289
17.510000,-0.125660,-0.621616,0.495956,0.342550
17.511000,-0.138226,-0.634881,0.496655,0.342811
17.512000,-0.150791,-0.648144,0.497353,0.343071
17.513000,-0.163356,-0.661407,0.498051,0.343331
17.514000,-0.175920,-0.674668,0.498748,0.343590
17.515000,-0.188484,-0.687929,0.499444,0.343849
17.516000,-0.201048,-0.701188,0.500140,0.344107
17.517000,-0.213612,-0.714447,0.500835,0.344365
17.518000,-0.226175,-0.727704,0.501529,0.344622
17.519000,-0.238738,-0.740961,0.502222,0.344879
17.520000,-0.251301,-0.754216,0.502915,0.345135
