Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
9.638000,-4.393748,-4.205293,-0.188456,-0.205432
9.639000,-4.382456,-4.193160,-0.189297,-0.205842
9.640000,-4.371158,-4.181020,-0.190138,-0.206251
9.641000,-4.359852,-4.168873,-0.190979,-0.206660
9.642000,-4.348539,-4.156720,-0.191819,-0.207069
9.643000,-4.337220,-4.144560,-0.192660,-0.207478
9.644000,-4.325894,-4.132393,-0.193500,-0.207887
9.645000,-4.314560,-4.120220,-0.194341,-0.208296
9.646000,-4.303221,-4.108040,-0.195181,-0.208705
9.647000,-4.291874,-4.095853,-0.196021,-0.209113
9.648000,-4.280520,-4.083660,-0.196861,-0.209522
9.649000,-4.269160,-4.071460,-0.197700,-0.209931
9.650000,-4.257793,-4.059253,-0.198540,-0.210339
9.651000,-4.246419,-4.047040,-0.199379,-0.210748
9.652000,-4.235039,-4.034820,-0.200218,-0.211156
9.653000,-4.223652,-4.022594,-0.201057,-0.211564
9.654000,-4.212258,-4.010361,-0.201896,-0.211972
9.655000,-4.200857,-3.998122,-0.202735,-0.212380
9.656000,-4.189450,-3.985877,-0.203574,-0.212788
9.657000,-4.178036,-3.973625,-0.204412,-0.213196
9.658000,-4.166616,-3.961366,-0.205250,-0.213604
9.659000,-4.155189,-3.949101,-0.206088,-0.214012
9.660000,-4.143756,-3.936830,-0.206926,-0.214419
9.661000,-4.132316,-3.924552,-0.207764,-0.214827
9.662000,-4.120869,-3.912268,-0.208602,-0.215234
9.663000,-4.109416,-3.899977,-0.209439,-0.215641
9.664000,-4.097957,-3.887680,-0.210276,-0.216049
9.665000,-4.086491,-3.875377,-0.211113,-0.216456
9.666000,-4.075018,-3.863068,-0.211950,-0.216863
9.667000,-4.063539,-3.850752,-0.212787,-0.217270
9.668000,-4.052054,-3.838430,-0.213624,-0.217676
9.669000,-4.040562,-3.826102,-0.214460,-0.218083
9.670000,-4.029064,-3.813768,-0.215297,-0.218490
9.671000,-4.017560,-3.801427,-0.216133,-0.218896
9.672000,-4.006049,-3.789081,-0.216969,-0.219303
9.673000,-3.994532,-3.776728,-0.217804,-0.219709
9.674000,-3.983009,-3.764369,-0.218640,-0.220115
9.675000,-3.971479,-3.752003,-0.219475,-0.220521
9.676000,-3.959943,-3.739632,-0.220311,-0.220927
9.677000,-3.948401,-3.727255,-0.221146,-0.221333
9.678000,-3.936852,-3.714871,-0.221981,-0.221739
9.679000,-3.925298,-3.702482,-0.222816,-0.222145
9.680000,-3.913737,-3.690086,-0.223650,-0.222550
9.681000,-3.902170,-3.677685,-0.224485,-0.222956
9.682000,-3.890596,-3.665277,-0.225319,-0.223361
9.683000,-3.879017,-3.652864,-0.226153,-0.223766
9.684000,-3.867432,-3.640445,-0.226987,-0.224171
9.685000,-3.855840,-3.628019,-0.227821,-0.224576
9.686000,-3.844242,-3.615588,-0.228654,-0.224981
9.687000,-3.832638,-3.603151,-0.229488,-0.225386
9.688000,-3.821029,-3.590708,-0.230321,-0.225790
9.689000,-3.809413,-3.578259,-0.231154,-0.226195
9.690000,-3.797791,-3.565804,-0.231987,-0.226599
9.691000,-3.786163,-3.553344,-0.232820,-0.227004
9.692000,-3.774529,-3.540877,-0.233652,-0.227408
9.693000,-3.762889,-3.528405,-0.234484,-0.227812
9.694000,-3.751244,-3.515927,-0.235317,-0.228216
9.695000,-3.739592,-3.503444,-0.236149,-0.228619
9.696000,-3.727934,-3.490954,-0.236980,-0.229023
9.697000,-3.716271,-3.478459,-0.237812,-0.229426
9.698000,-3.704602,-3.465958,-0.238643,-0.229830
9.699000,-3.692927,-3.453452,-0.239475,-0.230233
9.700000,-3.681246,-3.440940,-0.240306,-0.230636
9.701000,-3.669559,-3.428422,-0.241137,-0.231039
9.702000,-3.657866,-3.415899,-0.241967,-0.231442
9.703000,-3.646168,-3.403370,-0.242798,-0.231845
9.704000,-3.634464,-3.390835,-0.243628,-0.232247
9.705000,-3.622754,-3.378295,-0.244458,-0.232650
9.706000,-3.611038,-3.365750,-0.245288,-0.233052
9.707000,-3.599317,-3.353199,-0.246118,-0.233454
9.708000,-3.587590,-3.340642,-0.246948,-0.233856
9.709000,-3.575857,-3.328080,-0.247777,-0.234258
9.710000,-3.564119,-3.315512,-0.248606,-0.234660
9.711000,-3.552375,-3.302939,-0.249435,-0.235062
9.712000,-3.540625,-3.290361,-0.250264,-0.235463
9.713000,-3.528870,-3.277777,-0.251093,-0.235865
9.714000,-3.517109,-3.265188,-0.251921,-0.236266
9.715000,-3.505343,-3.252594,-0.252750,-0.236667
9.716000,-3.493571,-3.239994,-0.253578,-0.237068
9.717000,-3.481794,-3.227388,-0.254406,-0.237468
9.718000,-3.470011,-3.214778,-0.255233,-0.237869
9.719000,-3.458223,-3.202162,-0.256061,-0.238269
9.720000,-3.446429,-3.189541,-0.256888,-0.238670
9.721000,-3.434630,-3.176915,-0.257715,-0.239070
9.722000,-3.422825,-3.164283,-0.258542,-0.239470
9.723000,-3.411015,-3.151647,-0.259369,-0.239870
9.724000,-3.399200,-3.139005,-0.260195,-0.240269
9.725000,-3.387379,-3.126358,-0.261022,-0.240669
9.726000,-3.375553,-3.113705,-0.261848,-0.241068
9.727000,-3.363722,-3.101048,-0.262674,-0.241467
9.728000,-3.351885,-3.088385,-0.263499,-0.241867
9.729000,-3.340043,-3.075718,-0.264325,-0.242265
9.730000,-3.328195,-3.063045,-0.265150,-0.242664
9.731000,-3.316343,-3.050368,-0.265975,-0.243063
9.732000,-3.304485,-3.037685,-0.266800,-0.243461
9.733000,-3.292622,-3.024997,-0.267625,-0.243859
9.734000,-3.280754,-3.012304,-0.268449,-0.244257
9.735000,-3.268880,-2.999607,-0.269274,-0.244655
9.736000,-3.257002,-2.986904,-0.270098,-0.245053
9.737000,-3.245118,-2.974196,-0.270922,-0.245450
9.738000,-3.233229,-2.961484,-0.271745,-0.245848
9.739000,-3.221335,-2.948766,-0.272569,-0.246245
9.740000,-3.209436,-2.936044,-0.273392,-0.246642
9.741000,-3.197532,-2.923317,-0.274215,-0.247039
9.742000,-3.185623,-2.910585,-0.275038,-0.247436
9.743000,-3.173709,-2.897848,-0.275861,-0.247832
9.744000,-3.161789,-2.885106,-0.276683,-0.248228
9.745000,-3.149865,-2.872360,-0.277505,-0.248625
9.746000,-3.137936,-2.859609,-0.278327,-0.249021
9.747000,-3.126002,-2.846853,-0.279149,-0.249416
9.748000,-3.114063,-2.834092,-0.279970,-0.249812
9.749000,-3.102119,-2.821327,-0.280792,-0.250207
9.750000,-3.090170,-2.808557,-0.281613,-0.250603
9.751000,-3.078216,-2.795782,-0.282434,-0.250998
9.752000,-3.066258,-2.783003,-0.283254,-0.251392
9.753000,-3.054294,-2.770219,-0.284075,-0.251787
9.754000,-3.042326,-2.757431,-0.284895,-0.252182
9.755000,-3.030353,-2.744638,-0.285715,-0.252576
9.756000,-3.018375,-2.731840,-0.286535,-0.252970
9.757000,-3.006392,-2.719038,-0.287354,-0.253364
9.758000,-2.994405,-2.706231,-0.288174,-0.253758
9.759000,-2.982413,-2.693420,-0.288993,-0.254151
9.760000,-2.970416,-2.680604,-0.289812,-0.254544
9.761000,-2.958414,-2.667784,-0.290630,-0.254938
9.762000,-2.946408,-2.654959,-0.291449,-0.255330
9.763000,-2.934397,-2.642130,-0.292267,-0.255723
9.764000,-2.922382,-2.629297,-0.293085,-0.256116
9.765000,-2.910362,-2.616459,-0.293903,-0.256508
9.766000,-2.898337,-2.603617,-0.294720,-0.256900
9.767000,-2.886308,-2.590770,-0.295538,-0.257292
9.768000,-2.874274,-2.577919,-0.296355,-0.257684
9.769000,-2.862236,-2.565064,-0.297171,-0.258075
9.770000,-2.850193,-2.552205,-0.297988,-0.258466
9.771000,-2.838145,-2.539341,-0.298804,-0.258858
9.772000,-2.826093,-2.526473,-0.299621,-0.259248
9.773000,-2.814037,-2.513601,-0.300436,-0.259639
9.774000,-2.801976,-2.500724,-0.301252,-0.260029
9.775000,-2.789911,-2.487844,-0.302067,-0.260420
9.776000,-2.777841,-2.474959,-0.302883,-0.260810
9.777000,-2.765767,-2.462070,-0.303698,-0.261199
9.778000,-2.753689,-2.449177,-0.304512,-0.261589
9.779000,-2.741606,-2.436280,-0.305327,-0.261978
9.780000,-2.729519,-2.423378,-0.306141,-0.262368
9.781000,-2.717428,-2.410473,-0.306955,-0.262756
9.782000,-2.705332,-2.397564,-0.307769,-0.263145
9.783000,-2.693232,-2.384650,-0.308582,-0.263534
9.784000,-2.681128,-2.371733,-0.309395,-0.263922
9.785000,-2.669020,-2.358812,-0.310208,-0.264310
9.786000,-2.656907,-2.345886,-0.311021,-0.264698
9.787000,-2.644790,-2.332957,-0.311833,-0.265085
9.788000,-2.632669,-2.320024,-0.312646,-0.265472
9.789000,-2.620544,-2.307087,-0.313458,-0.265860
9.790000,-2.608415,-2.294146,-0.314269,-0.266246
9.791000,-2.596282,-2.281201,-0.315081,-0.266633
9.792000,-2.584144,-2.268252,-0.315892,-0.267019
9.793000,-2.572003,-2.255300,-0.316703,-0.267406
9.794000,-2.559857,-2.242343,-0.317514,-0.267791
9.795000,-2.547707,-2.229383,-0.318324,-0.268177
9.796000,-2.535554,-2.216419,-0.319134,-0.268563
9.797000,-2.523396,-2.203452,-0.319944,-0.268948
9.798000,-2.511234,-2.190480,-0.320754,-0.269333
9.799000,-2.499068,-2.177505,-0.321563,-0.269717
9.800000,-2.486899,-2.164526,-0.322372,-0.270102
9.801000,-2.474725,-2.151544,-0.323181,-0.270486
9.802000,-2.462548,-2.138558,-0.323990,-0.270870
9.803000,-2.450367,-2.125568,-0.324798,-0.271254
9.804000,-2.438181,-2.112575,-0.325606,-0.271637
9.805000,-2.425992,-2.099578,-0.326414,-0.272020
9.806000,-2.413799,-2.086578,-0.327222,-0.272403
9.807000,-2.401603,-2.073574,-0.328029,-0.272786
9.808000,-2.389402,-2.060566,-0.328836,-0.273168
9.809000,-2.377198,-2.047555,-0.329643,-0.273551
9.810000,-2.364990,-2.034541,-0.330449,-0.273932
9.811000,-2.352778,-2.021523,-0.331255,-0.274314
9.812000,-2.340563,-2.008501,-0.332061,-0.274696
9.813000,-2.328344,-1.995477,-0.332867,-0.275077
9.814000,-2.316121,-1.982448,-0.333672,-0.275458
9.815000,-2.303894,-1.969417,-0.334477,-0.275838
9.816000,-2.291664,-1.956382,-0.335282,-0.276219
9.817000,-2.279430,-1.943344,-0.336087,-0.276599
9.818000,-2.267193,-1.930302,-0.336891,-0.276978
9.819000,-2.254952,-1.917257,-0.337695,-0.277358
9.820000,-2.242708,-1.904209,-0.338499,-0.277737
9.821000,-2.230460,-1.891157,-0.339302,-0.278116
9.822000,-2.218208,-1.878103,-0.340105,-0.278495
9.823000,-2.205953,-1.865045,-0.340908,-0.278873
9.824000,-2.193694,-1.851984,-0.341711,-0.279252
9.825000,-2.181432,-1.838919,-0.342513,-0.279629
9.826000,-2.169167,-1.825852,-0.343315,-0.280007
9.827000,-2.156898,-1.812781,-0.344117,-0.280384
9.828000,-2.144626,-1.799708,-0.344918,-0.280761
9.829000,-2.132350,-1.786631,-0.345719,-0.281138
9.830000,-2.120071,-1.773551,-0.346520,-0.281515
9.831000,-2.107789,-1.760468,-0.347320,-0.281891
9.832000,-2.095503,-1.747382,-0.348121,-0.282267
9.833000,-2.083214,-1.734293,-0.348921,-0.282642
9.834000,-2.070922,-1.721201,-0.349720,-0.283018
9.835000,-2.058626,-1.708106,-0.350520,-0.283393
9.836000,-2.046327,-1.695009,-0.351319,-0.283768
9.837000,-2.034025,-1.681908,-0.352117,-0.284142
9.838000,-2.021720,-1.668804,-0.352916,-0.284516
9.839000,-2.009411,-1.655698,-0.353714,-0.284890
9.840000,-1.997100,-1.642588,-0.354512,-0.285264
9.841000,-1.984785,-1.629476,-0.355309,-0.285637
9.842000,-1.972467,-1.616361,-0.356107,-0.286010
9.843000,-1.960146,-1.603243,-0.356903,-0.286383
9.844000,-1.947822,-1.590122,-0.357700,-0.286755
9.845000,-1.935495,-1.576998,-0.358496,-0.287127
9.846000,-1.923164,-1.563872,-0.359292,-0.287499
9.847000,-1.910831,-1.550743,-0.360088,-0.287870
9.848000,-1.898495,-1.537611,-0.360883,-0.288241
9.849000,-1.886155,-1.524477,-0.361678,-0.288612
9.850000,-1.873813,-1.511340,-0.362473,-0.288983
9.851000,-1.861468,-1.498200,-0.363267,-0.289353
9.852000,-1.849120,-1.485058,-0.364062,-0.289723
9.853000,-1.836769,-1.471913,-0.364855,-0.290093
9.854000,-1.824415,-1.458766,-0.365649,-0.290462
9.855000,-1.812058,-1.445616,-0.366442,-0.290831
9.856000,-1.799698,-1.432463,-0.367235,-0.291199
9.857000,-1.787335,-1.419308,-0.368027,-0.291568
9.858000,-1.774970,-1.406150,-0.368819,-0.291936
9.859000,-1.762602,-1.392990,-0.369611,-0.292303
9.860000,-1.750231,-1.379828,-0.370403,-0.292671
9.861000,-1.737857,-1.366663,-0.371194,-0.293038
9.862000,-1.725480,-1.353496,-0.371985,-0.293405
9.863000,-1.713101,-1.340326,-0.372775,-0.293771
9.864000,-1.700719,-1.327154,-0.373565,-0.294137
9.865000,-1.688334,-1.313979,-0.374355,-0.294503
9.866000,-1.675947,-1.300802,-0.375145,-0.294868
9.867000,-1.663557,-1.287623,-0.375934,-0.295233
9.868000,-1.651165,-1.274442,-0.376723,-0.295598
9.869000,-1.638769,-1.261258,-0.377511,-0.295962
9.870000,-1.626372,-1.248072,-0.378300,-0.296326
9.871000,-1.613971,-1.234884,-0.379087,-0.296690
9.872000,-1.601568,-1.221694,-0.379875,-0.297053
9.873000,-1.589163,-1.208501,-0.380662,-0.297416
9.874000,-1.576755,-1.195306,-0.381449,-0.297779
9.875000,-1.564345,-1.182109,-0.382235,-0.298141
9.876000,-1.551932,-1.168910,-0.383021,-0.298503
9.877000,-1.539516,-1.155709,-0.383807,-0.298865
9.878000,-1.527099,-1.142506,-0.384593,-0.299226
9.879000,-1.514678,-1.129301,-0.385378,-0.299587
9.880000,-1.502256,-1.116094,-0.386162,-0.299948
9.881000,-1.489831,-1.102884,-0.386947,-0.300308
9.882000,-1.477404,-1.089673,-0.387731,-0.300668
9.883000,-1.464974,-1.076460,-0.388514,-0.301028
9.884000,-1.452542,-1.063245,-0.389298,-0.301387
9.885000,-1.440108,-1.050027,-0.390080,-0.301746
9.886000,-1.427671,-1.036808,-0.390863,-0.302104
9.887000,-1.415233,-1.023587,-0.391645,-0.302462
9.888000,-1.402792,-1.010364,-0.392427,-0.302820
9.889000,-1.390348,-0.997140,-0.393209,-0.303177
9.890000,-1.377903,-0.983913,-0.393990,-0.303534
9.891000,-1.365455,-0.970685,-0.394770,-0.303891
9.892000,-1.353006,-0.957455,-0.395551,-0.304247
9.893000,-1.340554,-0.944223,-0.396331,-0.304603
9.894000,-1.328100,-0.930989,-0.397111,-0.304959
9.895000,-1.315644,-0.917754,-0.397890,-0.305314
9.896000,-1.303185,-0.904517,-0.398669,-0.305669
9.897000,-1.290725,-0.891278,-0.399447,-0.306023
9.898000,-1.278263,-0.878038,-0.400225,-0.306377
9.899000,-1.265799,-0.864795,-0.401003,-0.306731
9.900000,-1.253332,-0.851552,-0.401781,-0.307084
9.901000,-1.240864,-0.838306,-0.402558,-0.307437
9.902000,-1.228394,-0.825060,-0.403334,-0.307790
9.903000,-1.215922,-0.811811,-0.404110,-0.308142
9.904000,-1.203448,-0.798561,-0.404886,-0.308494
9.905000,-1.190972,-0.785310,-0.405662,-0.308845
9.906000,-1.178494,-0.772057,-0.406437,-0.309196
9.907000,-1.166014,-0.758802,-0.407212,-0.309547
9.908000,-1.153532,-0.745546,-0.407986,-0.309897
9.909000,-1.141049,-0.732289,-0.408760,-0.310247
9.910000,-1.128564,-0.719030,-0.409533,-0.310597
9.911000,-1.116077,-0.705770,-0.410307,-0.310946
9.912000,-1.103588,-0.692509,-0.411079,-0.311294
9.913000,-1.091098,-0.679246,-0.411852,-0.311643
9.914000,-1.078605,-0.665982,-0.412624,-0.311991
9.915000,-1.066112,-0.652716,-0.413395,-0.312338
9.916000,-1.053616,-0.639449,-0.414166,-0.312685
9.917000,-1.041119,-0.626181,-0.414937,-0.313032
9.918000,-1.028620,-0.612912,-0.415708,-0.313378
9.919000,-1.016119,-0.599642,-0.416478,-0.313724
9.920000,-1.003617,-0.586370,-0.417247,-0.314070
9.921000,-0.991113,-0.573097,-0.418016,-0.314415
9.922000,-0.978608,-0.559823,-0.418785,-0.314759
9.923000,-0.966101,-0.546548,-0.419553,-0.315104
9.924000,-0.953593,-0.533272,-0.420321,-0.315448
9.925000,-0.941083,-0.519994,-0.421089,-0.315791
9.926000,-0.928572,-0.506716,-0.421856,-0.316134
9.927000,-0.916059,-0.493436,-0.422623,-0.316477
9.928000,-0.903545,-0.480156,-0.423389,-0.316819
9.929000,-0.891029,-0.466874,-0.424155,-0.317161
9.930000,-0.878512,-0.453592,-0.424920,-0.317502
9.931000,-0.865993,-0.440308,-0.425685,-0.317843
9.932000,-0.853474,-0.427024,-0.426450,-0.318184
9.933000,-0.840952,-0.413739,-0.427214,-0.318524
9.934000,-0.828430,-0.400452,-0.427978,-0.318863
9.935000,-0.815906,-0.387165,-0.428741,-0.319203
9.936000,-0.803381,-0.373877,-0.429504,-0.319541
9.937000,-0.790855,-0.360588,-0.430266,-0.319880
9.938000,-0.778327,-0.347299,-0.431028,-0.320218
9.939000,-0.765798,-0.334008,-0.431790,-0.320555
9.940000,-0.753268,-0.320717,-0.432551,-0.320893
9.941000,-0.740737,-0.307425,-0.433312,-0.321229
9.942000,-0.728204,-0.294132,-0.434072,-0.321566
9.943000,-0.715671,-0.280839,-0.434832,-0.321901
9.944000,-0.703136,-0.267545,-0.435591,-0.322237
9.945000,-0.690600,-0.254250,-0.436350,-0.322572
9.946000,-0.678063,-0.240954,-0.437109,-0.322906
9.947000,-0.665525,-0.227658,-0.437867,-0.323240
9.948000,-0.652986,-0.214362,-0.438625,-0.323574
9.949000,-0.640446,-0.201064,-0.439382,-0.323907
9.950000,-0.627905,-0.187767,-0.440139,-0.324240
9.951000,-0.615363,-0.174468,-0.440895,-0.324572
9.952000,-0.602820,-0.161169,-0.441651,-0.324904
9.953000,-0.590276,-0.147870,-0.442406,-0.325235
9.954000,-0.577731,-0.134570,-0.443161,-0.325566
9.955000,-0.565185,-0.121270,-0.443916,-0.325897
9.956000,-0.552639,-0.107969,-0.444670,-0.326227
9.957000,-0.540091,-0.094668,-0.445423,-0.326557
9.958000,-0.527543,-0.081366,-0.446176,-0.326886
9.959000,-0.514993,-0.068064,-0.446929,-0.327214
9.960000,-0.502443,-0.054762,-0.447681,-0.327543
9.961000,-0.489892,-0.041460,-0.448433,-0.327870
9.962000,-0.477341,-0.028157,-0.449184,-0.328198
9.963000,-0.464788,-0.014853,-0.449935,-0.328525
9.964000,-0.452235,-0.001550,-0.450685,-0.328851
9.965000,-0.439681,0.011754,-0.451435,-0.329177
9.966000,-0.427127,0.025058,-0.452184,-0.329502
9.967000,-0.414571,0.038362,-0.452933,-0.329827
9.968000,-0.402015,0.051666,-0.453682,-0.330152
9.969000,-0.389459,0.064971,-0.454430,-0.330476
9.970000,-0.376902,0.078275,-0.455177,-0.330800
9.971000,-0.364344,0.091580,-0.455924,-0.331123
9.972000,-0.351786,0.104885,-0.456671,-0.331445
9.973000,-0.339227,0.118190,-0.457417,-0.331767
9.974000,-0.326668,0.131495,-0.458162,-0.332089
9.975000,-0.314108,0.144800,-0.458907,-0.332410
9.976000,-0.301547,0.158105,-0.459652,-0.332731
9.977000,-0.288986,0.171410,-0.460396,-0.333051
9.978000,-0.276425,0.184714,-0.461139,-0.333371
9.979000,-0.263863,0.198019,-0.461882,-0.333690
9.980000,-0.251301,0.211324,-0.462625,-0.334009
9.981000,-0.238738,0.224629,-0.463367,-0.334327
9.982000,-0.226175,0.237933,-0.464109,-0.334645
9.983000,-0.213612,0.251238,-0.464850,-0.334963
9.984000,-0.201048,0.264542,-0.465591,-0.335280
9.985000,-0.188484,0.277846,-0.466331,-0.335596
9.986000,-0.175920,0.291150,-0.467070,-0.335912
9.987000,-0.163356,0.304454,-0.467809,-0.336227
9.988000,-0.150791,0.317757,-0.468548,-0.336542
9.989000,-0.138226,0.331060,-0.469286,-0.336856
9.990000,-0.125660,0.344363,-0.470024,-0.337170
9.991000,-0.113095,0.357666,-0.470761,-0.337484
9.992000,-0.100529,0.370968,-0.471497,-0.337797
9.993000,-0.087963,0.384270,-0.472233,-0.338109
9.994000,-0.075398,0.397571,-0.472969,-0.338421
9.995000,-0.062831,0.410872,-0.473704,-0.338732
9.996000,-0.050265,0.424173,-0.474438,-0.339043
9.997000,-0.037699,0.437473,-0.475172,-0.339353
9.998000,-0.025133,0.450773,-0.475906,-0.339663
9.999000,-0.012566,0.464072,-0.476639,-0.339973
10.000000,-0.000000,0.477371,-0.477371,-0.340282
10.001000,0.012566,0.490669,-0.478103,-0.340590
10.002000,0.025133,0.503967,-0.478834,-0.340898
10.003000,0.037699,0.517264,-0.479565,-0.341205
10.004000,0.050265,0.530561,-0.480295,-0.341512
10.005000,0.062831,0.543856,-0.481025,-0.341818
10.006000,0.075398,0.557152,-0.481754,-0.342124
10.007000,0.087963,0.570446,-0.482483,-0.342429
10.008000,0.100529,0.583740,-0.483211,-0.342734
10.009000,0.113095,0.597034,-0.483939,-0.343038
10.010000,0.125660,0.610326,-0.484666,-0.343342
10.011000,0.138226,0.623618,-0.485392,-0.343645
10.012000,0.150791,0.636909,-0.486118,-0.343947
10.013000,0.163356,0.650199,-0.486844,-0.344250
10.014000,0.175920,0.663489,-0.487568,-0.344551
10.015000,0.188484,0.676777,-0.488293,-0.344852
10.016000,0.201048,0.690065,-0.489016,-0.345153
10.017000,0.213612,0.703352,-0.489740,-0.345453
10.018000,0.226175,0.716638,-0.490462,-0.345752
10.019000,0.238738,0.729923,-0.491184,-0.346051
10.020000,0.251301,0.743207,-0.491906,-0.346349
10.021000,0.263863,0.756490,-0.492627,-0.346647
10.022000,0.276425,0.769772,-0.493347,-0.346945
10.023000,0.288986,0.783054,-0.494067,-0.347241
10.024000,0.301547,0.796334,-0.494787,-0.347538
10.025000,0.314108,0.809613,-0.495505,-0.347833
10.026000,0.326668,0.822891,-0.496223,-0.348128
10.027000,0.339227,0.836168,-0.496941,-0.348423
10.028000,0.351786,0.849444,-0.497658,-0.348717
10.029000,0.364344,0.862719,-0.498375,-0.349011
10.030000,0.376902,0.875992,-0.499090,-0.349304
10.031000,0.389459,0.889265,-0.499806,-0.349596
10.032000,0.402015,0.902536,-0.500520,-0.349888
10.033000,0.414571,0.915806,-0.501235,-0.350179
10.034000,0.427127,0.929075,-0.501948,-0.350470
10.035000,0.439681,0.942342,-0.502661,-0.350760
10.036000,0.452235,0.955609,-0.503373,-0.351050
10.037000,0.464788,0.968873,-0.504085,-0.351339
10.038000,0.477341,0.982137,-0.504797,-0.351627
10.039000,0.489892,0.995399,-0.505507,-0.351915
10.040000,0.502443,1.008660,-0.506217,-0.352203
10.041000,0.514993,1.021920,-0.506927,-0.352490
10.042000,0.527543,1.035178,-0.507635,-0.352776
10.043000,0.540091,1.048435,-0.508344,-0.353062
10.044000,0.552639,1.061690,-0.509051,-0.353347
10.045000,0.565185,1.074944,-0.509758,-0.353631
10.046000,0.577731,1.088196,-0.510465,-0.353915
10.047000,0.590276,1.101447,-0.511171,-0.354199
10.048000,0.602820,1.114696,-0.511876,-0.354482
10.049000,0.615363,1.127944,-0.512581,-0.354764
10.050000,0.627905,1.141190,-0.513285,-0.355046
10.051000,0.640446,1.154434,-0.513988,-0.355327
10.052000,0.652986,1.167677,-0.514691,-0.355608
10.053000,0.665525,1.180918,-0.515393,-0.355888
10.054000,0.678063,1.194158,-0.516095,-0.356167
10.055000,0.690600,1.207396,-0.516796,-0.356446
10.056000,0.703136,1.220632,-0.517496,-0.356724
10.057000,0.715671,1.233867,-0.518196,-0.357002
10.058000,0.728204,1.247099,-0.518895,-0.357279
10.059000,0.740737,1.260330,-0.519593,-0.357556
10.060000,0.753268,1.273559,-0.520291,-0.357832
10.061000,0.765798,1.286787,-0.520988,-0.358107
10.062000,0.778327,1.300012,-0.521685,-0.358382
10.063000,0.790855,1.313236,-0.522381,-0.358656
10.064000,0.803381,1.326457,-0.523076,-0.358929
10.065000,0.815906,1.339677,-0.523771,-0.359202
10.066000,0.828430,1.352895,-0.524465,-0.359475
10.067000,0.840952,1.366111,-0.525159,-0.359747
10.068000,0.853474,1.379325,-0.525851,-0.360018
10.069000,0.865993,1.392537,-0.526544,-0.360289
10.070000,0.878512,1.405747,-0.527235,-0.360559
10.071000,0.891029,1.418955,-0.527926,-0.360828
10.072000,0.903545,1.432161,-0.528616,-0.361097
10.073000,0.916059,1.445365,-0.529306,-0.361365
10.074000,0.928572,1.458566,-0.529995,-0.361633
